published_utc,run_date,comp,fixture_id,kickoff_utc,league,home,away,model,p_HOME_WIN,p_DRAW,p_AWAY_WIN,p_OVER_1_5,p_OVER_2_5,p_UNDER_2_5,p_UNDER_3_5,p_BTTS,p_GOALS_1_3,p_GOALS_2_3,p_UPSET,backed
2026-09-19T07:48:19Z,2026-09-19,leagues,1555703,2026-09-19T10:00:00Z,J3_League,Kagoshima United,Tochigi SC,v3/binary,0.6749,0.1730,0.1548,0.7565,0.3970,0.6133,0.7245,0.4643,0.6684,0.4686,0.2137,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1576185,2026-09-19T11:00:00Z,Germany_2_Bundesliga,Karlsruher SC,1. FC Nürnberg,v3/binary,0.4008,0.2556,0.3436,0.8859,0.7183,0.2987,0.7503,0.5652,0.7418,0.5928,0.2210,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1556074,2026-09-19T09:00:00Z,J1_League,Kawasaki Frontale,Kashima,v3/binary,0.2322,0.3145,0.4533,0.7842,0.6104,0.4135,0.7220,0.5198,0.6114,0.5105,0.3308,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1585763,2026-09-19T14:00:00Z,1_Lig_Turkey,Keçiörengücü,Sivasspor,v3/binary,0.5232,0.1279,0.3489,0.6538,0.5920,0.4129,0.6136,0.5117,0.5328,0.3161,0.1959,
2026-09-19T07:48:19Z,2026-09-19,leagues,1571849,2026-09-19T17:00:00Z,Hungarian_NB_II,Kecskeméti TE,Szeged 2011,v3/binary,0.5557,0.2034,0.2409,0.8284,0.4953,0.4890,0.8353,0.3940,0.8213,0.6004,0.2142,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557787,2026-09-19T14:00:00Z,Scottish_League_Two,Kelty Hearts,Edinburgh City,v3/binary,0.4394,0.1889,0.3717,0.8730,0.5706,0.4298,0.6052,0.5012,0.6100,0.4912,0.3048,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556666,2026-09-19T16:45:00Z,Scottish_Premiership,Kilmarnock,Heart Of Midlothian,v3/binary,0.3734,0.1306,0.4960,0.9469,0.7858,0.2007,0.4650,0.6424,0.4994,0.4345,0.2080,
2026-09-19T07:48:19Z,2026-09-19,leagues,1560244,2026-09-19T15:00:00Z,Hungarian_NB_I,Kisvarda FC,Paks,v3/binary,0.3991,0.2122,0.3887,0.8995,0.5797,0.4209,0.5428,0.6864,0.5168,0.4944,0.4041,
2026-09-19T07:48:19Z,2026-09-19,leagues,1584419,2026-09-19T14:00:00Z,Super_Lig_Turkey,Kocaelispor,Gaziantep FK,v3/binary,0.3158,0.3475,0.3367,0.6924,0.3669,0.6439,0.9500,0.5151,0.8507,0.5960,0.2389,
2026-09-19T07:48:19Z,2026-09-19,leagues,1551564,2026-09-19T18:30:00Z,Slovak_SuperLiga,Komárno,Slovan Bratislava,v3/binary,0.0572,0.0834,0.8594,0.8148,0.6049,0.4010,0.7761,0.4212,0.7133,0.5954,0.1480,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1553175,2026-09-19T12:45:00Z,Ekstraklasa,Korona Kielce,Raków Częstochowa,v3/binary,0.4119,0.3589,0.2292,0.8562,0.4099,0.5918,0.7829,0.6613,0.7887,0.6078,0.3606,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1559165,2026-09-19T14:00:00Z,Belgium_Challenger_Pro,KRC Genk II,Seraing United,v3/binary,0.2386,0.4040,0.3115,0.7350,0.5558,0.4568,0.6418,0.5976,0.5292,0.4000,0.1929,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1494765,2026-09-19T14:00:00Z,Eliteserien,Kristiansund BK,Rosenborg,v3/binary,0.3177,0.1408,0.5415,0.9325,0.7335,0.2920,0.5555,0.6583,0.5113,0.4236,0.2304,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1574736,2026-09-19T12:45:00Z,Championnat_National,La Roche VF,Valenciennes,v3/binary,0.4726,0.3007,0.2266,0.6618,0.4568,0.5474,0.7061,0.4481,0.6379,0.3966,0.3082,
2026-09-19T07:48:19Z,2026-09-19,leagues,1558222,2026-09-19T10:30:00Z,Polish_1_Liga,Lechia Gdansk,Stal Mielec,v3/binary,0.4345,0.2536,0.3120,0.9500,0.7760,0.2359,0.4917,0.7728,0.5372,0.4599,0.4191,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1561668,2026-09-19T16:00:00Z,Polish_2_Liga,Lechia Zielona Góra,Znicz Pruszków,v3/binary,0.3098,0.2463,0.4439,0.7419,0.6657,0.3595,0.5226,0.6706,0.4725,0.3086,0.4380,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1561663,2026-09-19T10:00:00Z,Polish_2_Liga,Legia Warszawa II,Podhale Nowy Targ,v3/binary,0.3565,0.2763,0.3672,0.7082,0.5981,0.3948,0.5275,0.5543,0.4120,0.2758,0.1482,
2026-09-19T07:48:19Z,2026-09-19,leagues,1574737,2026-09-19T12:45:00Z,Championnat_National,Le Puy Foot,Villefranche,v3/binary,0.4241,0.2990,0.2769,0.7333,0.6262,0.3811,0.6087,0.5186,0.5040,0.3218,0.1828,
2026-09-19T07:48:19Z,2026-09-19,leagues,1493696,2026-09-19T23:00:00Z,USL_Championship,Lexington,Orange County SC,v3/binary,0.5979,0.2961,0.1060,0.6609,0.5803,0.4054,0.8219,0.3923,0.6463,0.5148,0.0899,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564312,2026-09-19T14:00:00Z,League_One,Leyton Orient,Stevenage,v3/binary,0.3321,0.3928,0.2751,0.5558,0.2904,0.7115,0.7972,0.3663,0.5773,0.3187,0.3705,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563171,2026-09-19T14:00:00Z,Championship,Lincoln,Swansea,v3/binary,0.2507,0.3200,0.4293,0.8592,0.6024,0.3778,0.7075,0.6989,0.6719,0.5617,0.1889,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556856,2026-09-19T14:00:00Z,Scottish_Championship,Livingston,Inverness CT,v3/binary,0.4851,0.4392,0.0757,0.7442,0.3377,0.6722,0.8047,0.4883,0.6343,0.5669,0.1346,
2026-09-19T07:48:19Z,2026-09-19,leagues,1558639,2026-09-19T18:45:00Z,Belgium_Pro_League,Lommel United,KV Mechelen,v3/binary,0.3182,0.3281,0.3537,0.7441,0.5991,0.4036,0.5980,0.6194,0.5185,0.4069,0.2344,
2026-09-19T07:48:19Z,2026-09-19,leagues,1493697,2026-09-19T23:00:00Z,USL_Championship,Louisville City,Loudoun United,v3/binary,0.5954,0.1754,0.2292,0.6768,0.5087,0.4978,0.6924,0.3873,0.6694,0.2661,0.1948,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564313,2026-09-19T14:00:00Z,League_One,Luton,Bradford,v3/binary,0.3766,0.2784,0.3450,0.7795,0.5548,0.4289,0.8621,0.6829,0.7920,0.6173,0.1630,
2026-09-19T07:48:19Z,2026-09-19,leagues,1552768,2026-09-19T18:45:00Z,Ligue_1,Lyon,Rennes,v3/binary,0.4434,0.2143,0.3423,0.8777,0.7961,0.2007,0.6029,0.7411,0.4435,0.5071,0.3269,
2026-09-19T07:48:19Z,2026-09-19,leagues,1555510,2026-09-19T17:00:00Z,Israeli_Premier_League,Maccabi Haifa,Ironi Tiberias,v3/binary,0.7793,0.1195,0.1012,0.9068,0.7212,0.2948,0.5894,0.4717,0.4778,0.4681,0.1044,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1555512,2026-09-19T17:00:00Z,Israeli_Premier_League,Maccabi Netanya,Maccabi Tel Aviv,v3/binary,0.3428,0.1553,0.5018,0.8215,0.7646,0.2457,0.4114,0.6562,0.3837,0.2498,0.0673,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1555511,2026-09-19T16:30:00Z,Israeli_Premier_League,Maccabi Petah Tikva,Hapoel Katamon,v3/binary,0.3073,0.2761,0.4166,0.5741,0.3184,0.6911,0.9086,0.3832,0.6746,0.4208,0.3458,
2026-09-19T07:48:19Z,2026-09-19,leagues,1591311,2026-09-19T16:00:00Z,2_Lig_Turkey,Menemen FK,Ankaraspor,v3/binary,0.2281,0.0873,0.6846,0.9197,0.7182,0.3022,0.4958,0.6594,0.5344,0.4391,0.1926,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1552482,2026-09-19T18:00:00Z,Ligue_2,Metz,Saint Etienne,v3/binary,0.2433,0.3373,0.4194,0.8070,0.6913,0.3112,0.5943,0.5539,0.4539,0.4289,0.2274,
2026-09-19T07:48:19Z,2026-09-19,leagues,1571850,2026-09-19T15:00:00Z,Hungarian_NB_II,Mezokovesd-zsory,Kazincbarcikai,v3/binary,0.3369,0.2733,0.3899,0.6324,0.4621,0.5337,0.7320,0.4343,0.6703,0.3518,0.3092,
2026-09-19T07:48:19Z,2026-09-19,leagues,1558223,2026-09-19T17:00:00Z,Polish_1_Liga,Miedz Legnica,Stal Rzeszów,v3/binary,0.4810,0.1479,0.3711,0.9304,0.6133,0.3959,0.7161,0.6470,0.7576,0.6042,0.2463,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1549792,2026-09-19T19:00:00Z,Colombia_PrimeraA,Millonarios,Chico,v3/binary,0.6999,0.1506,0.1495,0.8258,0.4255,0.5602,0.7351,0.3535,0.7060,0.5348,0.0500,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1563172,2026-09-19T11:30:00Z,Championship,Millwall,West Ham,v3/binary,0.1950,0.3221,0.4829,0.7689,0.4279,0.5372,0.7978,0.4543,0.6725,0.5973,0.3257,
2026-09-19T07:48:19Z,2026-09-19,leagues,1492385,2026-09-19T20:00:00Z,Serie_A_Brazil,Mirassol,Botafogo,v3/binary,0.4608,0.4163,0.1230,0.8498,0.6151,0.3676,0.5922,0.6328,0.5287,0.4591,0.1435,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1560029,2026-09-19T13:00:00Z,Czech_First_League,Mlada Boleslav,Zbrojovka Brno,v3/binary,0.2916,0.3878,0.3206,0.7404,0.3947,0.5961,0.7828,0.5489,0.6877,0.5320,0.4514,
2026-09-19T07:48:19Z,2026-09-19,leagues,1494766,2026-09-19T16:00:00Z,Eliteserien,Molde,Aalesund,v3/binary,0.6554,0.2946,0.0501,0.9305,0.7105,0.3015,0.4550,0.6536,0.3914,0.3276,0.1074,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1606659,2026-09-19T10:00:00Z,J2_League,Montedio Yamagata,Kataller Toyama,v3/binary,0.3953,0.2693,0.3354,0.8838,0.5885,0.4030,0.6832,0.6784,0.7015,0.5603,0.3124,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556857,2026-09-19T14:00:00Z,Scottish_Championship,Morton,Dunfermline,v3/binary,0.2239,0.2468,0.5293,0.7970,0.4953,0.5202,0.7271,0.4542,0.5862,0.5144,0.2594,
2026-09-19T07:48:19Z,2026-09-19,leagues,1553177,2026-09-19T18:15:00Z,Ekstraklasa,Motor Lublin,Gornik Zabrze,v3/binary,0.2553,0.2547,0.4901,0.8262,0.6432,0.3500,0.5676,0.5823,0.5374,0.4059,0.3435,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1575505,2026-09-19T14:30:00Z,Liga_Portugal,Nacional,Famalicao,v3/binary,0.2148,0.3426,0.4545,0.6198,0.3234,0.6911,0.9011,0.3880,0.8034,0.5078,0.1841,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1571851,2026-09-19T14:00:00Z,Hungarian_NB_II,Nagykanizsai ULE,Fehérvár FC,v3/binary,0.3131,0.1806,0.5063,0.7785,0.4965,0.4882,0.7189,0.4523,0.7121,0.4921,0.3814,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557414,2026-09-19T14:00:00Z,Premier_League,Newcastle,Hull City,v3/binary,0.6488,0.3014,0.0498,0.7490,0.4611,0.5168,0.8209,0.6416,0.7448,0.6094,0.3234,
2026-09-19T07:48:19Z,2026-09-19,leagues,1490484,2026-09-19T23:30:00Z,MLS,New England Revolution,Orlando City SC,v3/binary,0.5383,0.3563,0.1054,0.8867,0.6564,0.3887,0.4079,0.7713,0.3388,0.3284,0.2607,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1558228,2026-09-19T13:30:00Z,Polish_1_Liga,Nieciecza,Odra Opole,v3/binary,0.4783,0.1049,0.4168,0.7442,0.5267,0.4773,0.6949,0.5280,0.6704,0.4126,0.2988,
2026-09-19T07:48:19Z,2026-09-19,leagues,1548536,2026-09-19T15:00:00Z,Croatia_HNL,NK Varazdin,NK Osijek,v3/binary,0.4987,0.1203,0.3810,0.8042,0.3422,0.6608,0.8258,0.3760,0.8127,0.5977,0.2118,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1563763,2026-09-19T14:00:00Z,League_Two,Northampton,Rotherham,v3/binary,0.3881,0.1710,0.4409,0.7294,0.5159,0.4650,0.6555,0.5080,0.5824,0.4271,0.3371,
2026-09-19T07:48:19Z,2026-09-19,leagues,1553873,2026-09-19T15:00:00Z,Serbia_SuperLiga,Novi Pazar,Zemun,v3/binary,0.7034,0.0986,0.1980,0.8286,0.8636,0.2682,0.5819,0.3539,0.5495,0.4268,0.1703,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1494003,2026-09-19T23:00:00Z,USL_League_One,NY Cosmos,Westchester SC,v3/binary,0.6694,0.1226,0.2080,0.9499,0.6871,0.3262,0.7322,0.4981,0.6934,0.5791,0.1611,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1497708,2026-09-19T13:00:00Z,Superettan,Oddevold,IFK Varnamo,v3/binary,0.2954,0.4092,0.2954,0.6906,0.5719,0.4286,0.5361,0.6676,0.4086,0.3276,0.2765,
2026-09-19T07:48:19Z,2026-09-19,leagues,1549025,2026-09-19T16:00:00Z,Danish_Superliga,Odense,FC Midtjylland,v3/binary,0.1513,0.2384,0.6103,0.7335,0.6968,0.2997,0.6055,0.6737,0.5015,0.3217,0.2280,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1553874,2026-09-19T17:00:00Z,Serbia_SuperLiga,OFK Beograd,Radnicki 1923,v3/binary,0.1509,0.4408,0.3529,0.6731,0.5129,0.5164,0.7052,0.5265,0.4780,0.4076,0.2123,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1558636,2026-09-19T14:00:00Z,Belgium_Pro_League,OH Leuven,RAAL La Louvière,v3/binary,0.5149,0.2750,0.2100,0.7934,0.4794,0.5285,0.7735,0.4338,0.6226,0.5619,0.2853,
2026-09-19T07:48:19Z,2026-09-19,leagues,1494287,2026-09-19T15:30:00Z,Allsvenskan,Orgryte IS,Sirius,v3/binary,0.2156,0.1557,0.6287,0.9500,0.6013,0.3987,0.5976,0.5053,0.5472,0.5580,0.1341,
2026-09-19T07:48:19Z,2026-09-19,leagues,1570399,2026-09-19T12:00:00Z,La_Liga,Osasuna,Rayo Vallecano,v3/binary,0.4956,0.2454,0.2590,0.6728,0.3806,0.6106,0.9060,0.5566,0.8412,0.5730,0.3768,
2026-09-19T07:48:19Z,2026-09-19,leagues,1497709,2026-09-19T11:00:00Z,Superettan,Osters IF,IFK Norrkoping,v3/binary,0.2934,0.1120,0.5946,0.8570,0.5171,0.5070,0.7756,0.4059,0.7289,0.5811,0.3220,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564314,2026-09-19T14:00:00Z,League_One,Oxford United,Cambridge United,v3/binary,0.4966,0.4192,0.0842,0.6520,0.3597,0.6361,0.8288,0.4359,0.6600,0.4473,0.1414,
2026-09-19T07:48:19Z,2026-09-19,leagues,1601540,2026-09-19T13:00:00Z,Serie_B_Italy,Palermo,Padova,v3/binary,0.8474,0.1302,0.0498,0.6812,0.3978,0.5889,0.7201,0.3839,0.7321,0.4051,0.0808,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1560025,2026-09-19T13:00:00Z,Czech_First_League,Pardubice,Bohemians 1905,v3/binary,0.4724,0.1412,0.3864,0.8860,0.4510,0.5400,0.8437,0.4553,0.8111,0.6326,0.4360,
2026-09-19T07:48:19Z,2026-09-19,leagues,1552771,2026-09-19T15:15:00Z,Ligue_1,Paris FC,Strasbourg,v3/binary,0.4720,0.3112,0.2168,0.7855,0.6515,0.3254,0.5843,0.7369,0.4182,0.3952,0.2403,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556858,2026-09-19T14:00:00Z,Scottish_Championship,Partick,Raith Rovers,v3/binary,0.6118,0.2943,0.0940,0.8659,0.4247,0.5854,0.8233,0.5609,0.7692,0.6321,0.1362,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564315,2026-09-19T14:00:00Z,League_One,Peterborough,Doncaster,v3/binary,0.3329,0.2968,0.3702,0.8017,0.5162,0.4707,0.5924,0.6059,0.4916,0.4069,0.4711,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557045,2026-09-19T14:00:00Z,Scottish_League_One,Peterhead,Airdrie United,v3/binary,0.2183,0.2962,0.4855,0.7696,0.5280,0.4664,0.6807,0.6095,0.6343,0.4559,0.4294,
2026-09-19T07:48:19Z,2026-09-19,leagues,1558221,2026-09-19T13:30:00Z,Polish_1_Liga,Pogoń Grod. Mazowiecki,ŁKS Łódź,v3/binary,0.1421,0.3193,0.5387,0.7369,0.5399,0.4590,0.6360,0.6398,0.5850,0.3693,0.4786,
2026-09-19T07:48:19Z,2026-09-19,leagues,1558227,2026-09-19T13:30:00Z,Polish_1_Liga,Polonia Warszawa,Chrobry Głogów,v3/binary,0.4852,0.1432,0.3716,0.7908,0.5282,0.4829,0.6607,0.6041,0.7258,0.4591,0.2781,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1563174,2026-09-19T14:00:00Z,Championship,Portsmouth,Blackburn,v3/binary,0.3114,0.3761,0.3061,0.5770,0.3402,0.6358,0.7516,0.5383,0.6527,0.3499,0.4229,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1563175,2026-09-19T14:00:00Z,Championship,QPR,Preston,v3/binary,0.5763,0.1751,0.2485,0.9406,0.6884,0.2992,0.6340,0.6713,0.6009,0.5670,0.2134,
2026-09-19T07:48:19Z,2026-09-19,leagues,1553875,2026-09-19T17:00:00Z,Serbia_SuperLiga,Radnik Surdulica,FK Partizan,v3/binary,0.0786,0.4088,0.4728,0.7386,0.5562,0.4910,0.7010,0.5138,0.4786,0.4551,0.2256,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1564316,2026-09-19T14:00:00Z,League_One,Reading,Notts County,v3/binary,0.4501,0.2582,0.2917,0.7259,0.5268,0.4609,0.7440,0.5107,0.7037,0.5084,0.2812,
2026-09-19T07:48:19Z,2026-09-19,leagues,1569935,2026-09-19T12:00:00Z,Spanish_Segunda,Real Sociedad II,Mallorca,v3/binary,0.2658,0.3852,0.3490,0.8033,0.4656,0.5377,0.8283,0.6136,0.7439,0.5710,0.2231,
2026-09-19T07:48:19Z,2026-09-19,leagues,1492386,2026-09-19T21:30:00Z,Serie_A_Brazil,Remo,Santos,v3/binary,0.4084,0.3368,0.2548,0.8805,0.6342,0.3421,0.6048,0.6479,0.6191,0.6074,0.4001,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1493699,2026-09-19T23:30:00Z,USL_Championship,Rhode Island,Miami FC,v3/binary,0.7226,0.1126,0.1649,0.6286,0.4430,0.5374,0.6136,0.3371,0.5663,0.2882,0.0962,
2026-09-19T07:48:19Z,2026-09-19,leagues,1494004,2026-09-19T22:00:00Z,USL_League_One,Richmond Kickers,Charlotte Independence,v3/binary,0.4148,0.0675,0.5177,0.8742,0.7415,0.2683,0.4300,0.6524,0.4556,0.3417,0.0706,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1493147,2026-09-19T22:00:00Z,Liga_Profesional_Argentina,River Plate,Huracan,v3/binary,0.5930,0.0972,0.3098,0.5373,0.2893,0.7069,0.8983,0.2902,0.8185,0.3512,0.3155,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563764,2026-09-19T11:30:00Z,League_Two,Rochdale,Oldham,v3/binary,0.3890,0.1586,0.4525,0.7926,0.6767,0.3245,0.6675,0.5774,0.6706,0.4914,0.4400,
2026-09-19T07:48:19Z,2026-09-19,leagues,1574739,2026-09-19T12:45:00Z,Championnat_National,Rouen,Aubagne,v3/binary,0.5317,0.3074,0.1609,0.8621,0.6642,0.3461,0.6309,0.6294,0.5114,0.4647,0.1544,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1606662,2026-09-19T10:00:00Z,J2_League,Sagan Tosu,Iwaki,v3/binary,0.4857,0.2532,0.2611,0.6098,0.4211,0.5722,0.7761,0.4747,0.5647,0.4121,0.3180,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563765,2026-09-19T14:00:00Z,League_Two,Salford City,Swindon Town,v3/binary,0.5729,0.2229,0.2042,0.7903,0.6413,0.3538,0.8022,0.5525,0.7393,0.6167,0.1777,
2026-09-19T07:48:19Z,2026-09-19,leagues,1601541,2026-09-19T15:15:00Z,Serie_B_Italy,Sampdoria,Catanzaro,v3/binary,0.5874,0.2161,0.2114,0.7523,0.4668,0.5104,0.8466,0.3791,0.7228,0.5597,0.2179,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1497710,2026-09-19T15:00:00Z,Superettan,Sandviken,Orebro SK,v3/binary,0.4550,0.3253,0.2197,0.8035,0.6031,0.4049,0.7007,0.6173,0.5878,0.5225,0.2102,
2026-09-19T07:48:19Z,2026-09-19,leagues,1490482,2026-09-19T23:30:00Z,MLS,San Jose Earthquakes,Los Angeles FC,v3/binary,0.3018,0.2293,0.4688,0.8783,0.7792,0.2576,0.4296,0.7585,0.4059,0.3191,0.3894,ASIAN_OVER_2_0
2026-09-19T07:48:19Z,2026-09-19,leagues,1494005,2026-09-19T23:30:00Z,USL_League_One,Sarasota Paradise,Greenville Triumph,v3/binary,0.5202,0.2594,0.2204,0.5984,0.4437,0.5585,0.8519,0.4011,0.7208,0.4458,0.3543,
2026-09-19T07:48:19Z,2026-09-19,leagues,1585768,2026-09-19T14:00:00Z,1_Lig_Turkey,Sarıyer,Boluspor,v3/binary,0.8100,0.1267,0.1467,0.8081,0.5683,0.4540,0.6647,0.3290,0.4932,0.4108,0.1204,HOME_WIN
2026-09-19T07:48:19Z,2026-09-19,leagues,1510454,2026-09-19T10:00:00Z,K2_League,Seoul E-Land FC,Daegu FC,v3/binary,0.3015,0.3593,0.3386,0.7218,0.5515,0.4859,0.5855,0.5148,0.5255,0.3293,0.3861,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1551114,2026-09-19T13:30:00Z,Bulgaria_First_League,Septemvri Sofia,Botev Plovdiv,v3/binary,0.2146,0.2365,0.5489,0.8767,0.4819,0.5095,0.9023,0.4998,0.8238,0.6231,0.4388,
2026-09-19T07:48:19Z,2026-09-19,leagues,1570400,2026-09-19T19:00:00Z,La_Liga,Sevilla,Barcelona,v3/binary,0.2990,0.0476,0.6534,0.7236,0.5809,0.4438,0.7052,0.4661,0.6927,0.4209,0.1882,
2026-09-19T07:48:19Z,2026-09-19,leagues,1564317,2026-09-19T14:00:00Z,League_One,Sheffield Wednesday,Stockport County,v3/binary,0.3153,0.3726,0.3120,0.8374,0.5142,0.4952,0.6343,0.7430,0.5465,0.4645,0.3131,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556077,2026-09-19T09:30:00Z,J1_League,Shimizu S-pulse,JEF United Chiba,v3/binary,0.4406,0.2847,0.2747,0.5594,0.3126,0.6914,0.7889,0.4120,0.6189,0.2869,0.2478,
2026-09-19T07:48:19Z,2026-09-19,leagues,1606663,2026-09-19T10:00:00Z,J2_League,Shonan Bellmare,Blaublitz Akita,v3/binary,0.5403,0.3529,0.1068,0.5334,0.3076,0.7023,0.8072,0.4070,0.6286,0.3173,0.2198,
2026-09-19T07:48:19Z,2026-09-19,leagues,1567914,2026-09-19T15:30:00Z,Austrian_2_Liga,SKN ST. Polten,Schwarz-Weiß Bregenz,v3/binary,0.5811,0.2545,0.1645,0.6647,0.5124,0.4969,0.6039,0.3704,0.4738,0.2940,0.2651,
2026-09-19T07:48:19Z,2026-09-19,leagues,1492775,2026-09-19T18:45:00Z,Irish_Premier_Division,Sligo Rovers,St Patrick's Athl.,v3/binary,0.0532,0.3625,0.5650,0.7093,0.4226,0.5952,0.7708,0.5292,0.7346,0.4942,0.1055,DRAW
2026-09-19T07:48:19Z,2026-09-19,leagues,1560032,2026-09-19T16:00:00Z,Czech_First_League,Slovácko,Baník Ostrava,v3/binary,0.4106,0.1140,0.4754,0.6789,0.5210,0.4712,0.8942,0.4496,0.8371,0.5459,0.3133,
2026-09-19T07:48:19Z,2026-09-19,leagues,1552171,2026-09-19T16:45:00Z,Eredivisie,Sparta Rotterdam,Heerenveen,v3/binary,0.4450,0.2747,0.2803,0.8373,0.5722,0.4208,0.6020,0.5090,0.4982,0.4183,0.3266,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1575507,2026-09-19T19:30:00Z,Liga_Portugal,Sporting CP,Arouca,v3/binary,0.8078,0.1046,0.0876,0.8449,0.6716,0.1828,0.3758,0.6687,0.4139,0.2611,0.0500,OVER_2_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1559166,2026-09-19T14:00:00Z,Belgium_Challenger_Pro,Sporting Hasselt,Beerschot VA,v3/binary,0.2480,0.2246,0.5274,0.7680,0.5614,0.4313,0.5971,0.5659,0.5748,0.4026,0.2776,
2026-09-19T07:48:19Z,2026-09-19,leagues,1520888,2026-09-19T19:30:00Z,Serie_B_Brazil,Sport Recife,Juventude,v3/binary,0.2513,0.3214,0.4274,0.7834,0.4640,0.5167,0.6733,0.6240,0.6525,0.4718,0.2497,OVER_1_5
2026-09-19T07:48:19Z,2026-09-19,leagues,1556860,2026-09-19T14:00:00Z,Scottish_Championship,Stenhousemuir,Arbroath,v3/binary,0.6014,0.3234,0.0752,0.5742,0.2819,0.7118,0.9363,0.3344,0.7080,0.5098,0.1278,
2026-09-19T07:48:19Z,2026-09-19,leagues,1557788,2026-09-19T14:00:00Z,Scottish_League_Two,Stirling Albion,Clyde,v3/binary,0.3590,0.2080,0.4330,0.9500,0.7038,0.3202,0.4517,0.7349,0.4487,0.3604,0.0500,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556667,2026-09-19T14:00:00Z,Scottish_Premiership,ST Johnstone,Falkirk,v3/binary,0.4038,0.1924,0.4038,0.6717,0.4430,0.5258,0.6243,0.4544,0.5165,0.3200,0.3267,
2026-09-19T07:48:19Z,2026-09-19,leagues,1556668,2026-09-19T14:00:00Z,Scottish_Premiership,ST Mirren,Dundee Utd,v3/binary,0.4985,0.2521,0.2495,0.7751,0.4307,0.5414,0.7684,0.4482,0.7419,0.6017,0.5332,
2026-09-19T07:48:19Z,2026-09-19,leagues,1563176,2026-09-19T11:30:00Z,Championship,Stoke City,Sheffield Utd,v3/binary,0.4369,0.2250,0.3380,0.8750,0.5383,0.4072,0.6428,0.6900,0.6070,0.5528,0.3254,
2026-09-19T07:48:19Z,2026-09-19,leagues,1567915,2026-09-19T13:30:00Z,Austrian_2_Liga,Sturm Graz II,Wacker Innsbruck,v3/binary,0.2848,0.2402,0.4751,0.9165,0.5045,0.5210,0.6597,0.4883,0.6555,0.5611,0.2890,OVER_1_5
